id	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.17058462394897	0.0352811110209526	3.22502817104909	0.00167003102387679	0.0132293547799243	-1.3213840739308
KEGG_PURINE_METABOLISM	-0.0983589352516883	-0.00280713637512777	-3.21643940082043	0.00171624062009829	0.0132293547799243	-1.3452977170526
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.177613227117299	0.00830607416798215	-3.152501569212	0.0020995880175498	0.0155369513298685	-1.52168299602805
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.185980416064725	-0.00330655339402588	-3.09029492374312	0.00254770675893044	0.0175049183831659	-1.69050023897778
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.153266456243722	-0.0168382987156365	3.07807705762269	0.00264553934486677	0.0175049183831659	-1.72333093531265
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.136605119527639	0.00138236604703755	3.07760440939896	0.00264939305258727	0.0175049183831659	-1.72459882870374
KEGG_PHENYLALANINE_METABOLISM	0.169997080733968	0.0131191189119849	3.03806754484331	0.00299080571689201	0.0188377169724844	-1.83008564374471
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.163832274068478	0.023734989263146	3.02423838890143	0.00311953218196447	0.0188377169724844	-1.86671494900139
KEGG_PROPANOATE_METABOLISM	-0.189830783911014	0.00379652808968765	-3.01958075413338	0.00316402739331078	0.0188377169724844	-1.87902028684257
KEGG_LIMONENE_AND_PINENE_DEGRADATION	-0.19049599744782	0.000540090658583417	-3.00989757069626	0.00325841590875406	0.0188377169724844	-1.90455234307925
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.234185011373538	0.00273959034743077	-2.99253419149431	0.00343421018403337	0.0192523904256416	-1.95016352541611
KEGG_GALACTOSE_METABOLISM	0.138955493445022	0.00767681734162565	2.9639109032504	0.00374321747028646	0.0203675068236175	-2.024870463948
KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.208303551136005	-0.00232472453849119	-2.8877225715455	0.00469481195752482	0.0246891170824736	-2.22077471061878
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.151406962621554	0.0344778289706622	2.87946631250764	0.00481028778800635	0.0246891170824736	-2.24174512405293
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.132834683430447	-0.00549421055564679	-2.87055652898024	0.00493782341649473	0.0246891170824736	-2.26431832483789
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.135787071207884	0.00110590779902226	2.84834994680891	0.00526930185387208	0.0256531800780615	-2.32032069794042
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.103034739100957	0.0245869720125946	2.82506560003991	0.00563865460857885	0.0267474641688997	-2.3786433526902
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.165155000189528	-0.00821923005347148	-2.79202763503091	0.00620344033627636	0.0286909115552782	-2.46069515686038
KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.164520227314652	-0.0237440283308881	-2.7096810705242	0.00784285486751743	0.0353884914753835	-2.661597449542
KEGG_RIBOSOME	-0.307371719058892	-0.0480726671944258	-2.68400681291397	0.00842926017148233	0.036275286113363	-2.72317350005439
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.1332233331581	0.0087394807470538	2.68390964973578	0.00843155298851141	0.036275286113363	-2.72340556783214
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.170830531137854	0.00240156610775096	2.62449637636221	0.00994422739839448	0.0414335583320661	-2.8639425742269
KEGG_SELENOAMINO_ACID_METABOLISM	-0.118356576917453	0.0065356960653256	-2.61962832553517	0.0100784331077999	0.0414335583320661	-2.87533608450811
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.135780577041122	0.0085986969152064	2.57664269561673	0.0113363502584845	0.0455918434308617	-2.97513976989526
KEGG_ECM_RECEPTOR_INTERACTION	0.112709459785208	0.0201259221899618	2.55700230442604	0.0119568049076242	0.0461858976594495	-3.02025901964127
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.0886568805199119	0.00553230695585724	2.5561820852549	0.0119833680413707	0.0461858976594495	-3.02213669049642
KEGG_PROTEIN_EXPORT	-0.196730217512105	-0.0155010018252807	-2.50932759482547	0.0135916894990309	0.0513155623943004	-3.12851695643375
KEGG_ARACHIDONIC_ACID_METABOLISM	0.110942448819886	0.0143153063054208	2.49545500553835	0.0141036497730226	0.0520667401024963	-3.15968075341898
KEGG_FOCAL_ADHESION	0.0972093163138326	0.00406565619507673	2.48485219833158	0.0145065038544082	0.0520667401024963	-3.18339625433658
KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.161977122172505	0.00307656763042785	-2.48152627549597	0.0146349755963773	0.0520667401024963	-3.19081700447358
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.107275201316041	0.0198385154906372	2.43913833315576	0.0163636715807176	0.057118476272316	-3.28462041767868
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.121101154081149	-0.00597669030250611	2.40219086324716	0.018016480765634	0.0617231285489314	-3.36521182636131
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.100004502326017	-0.00525436570658328	2.37338494609839	0.0194062721409004	0.0652756426557561	-3.42728307521841
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.104877762633964	0.0139051606982613	2.36332104388972	0.0199137541501284	0.0657865092459599	-3.44881104057546
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.115541336874825	0.0170079543501424	2.2955400200126	0.0236480831114317	0.0767525504493835	-3.59166399541925
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.0921730478751507	-0.0053814665168122	2.28180660325672	0.0244757412721753	0.0780691747474556	-3.62015229523385
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	-0.164815354617739	-0.00655650214602553	-2.25976041775778	0.0258576441104605	0.0807154969326861	-3.66556177049822
KEGG_ABC_TRANSPORTERS	0.0908222318783565	0.0145512299201518	2.25479758945563	0.0261779990051955	0.0807154969326861	-3.67572899377763
KEGG_VIRAL_MYOCARDITIS	-0.0865296650086491	-0.0074224911067445	-2.24691680896518	0.0266938591373858	0.080956785908465	-3.69183261228821
KEGG_PYRIMIDINE_METABOLISM	-0.108363129555417	-0.00318433274480216	-2.20961733515512	0.0292579943939327	0.0862570644059655	-3.76735735365246
KEGG_GAP_JUNCTION	0.0882163006179797	0.0140442979637203	2.20799797392539	0.0293740273382477	0.0862570644059655	-3.7706102937699
KEGG_REGULATION_OF_AUTOPHAGY	0.107924293058498	0.0258275647949885	2.19284330374003	0.0304795115701003	0.0881048381323212	-3.80094767020121
KEGG_ALLOGRAFT_REJECTION	-0.141493427657709	-0.00903898214512154	-2.17301822130579	0.0319802793363761	0.0910207950343012	-3.84034756645142
KEGG_O_GLYCAN_BIOSYNTHESIS	0.127585045474128	0.00163377921605798	2.14959862388578	0.0338355477775221	0.0938007251049809	-3.88647100691626
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.0902199110468618	0.0238335722937388	2.14793186961064	0.0339710734163985	0.0938007251049809	-3.88973619833254
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.110637659832911	0.012287295590766	2.10973715587213	0.0372082226321176	0.0996489207391392	-3.96392565907147
KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.135434720316652	-0.0066500327689452	-2.10688330600279	0.0374604526000128	0.0996489207391392	-3.96942007782225
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.142978580561128	-0.00558760778673357	2.1041322025156	0.037704997036431	0.0996489207391392	-3.97471023379702
KEGG_OTHER_GLYCAN_DEGRADATION	-0.147905213872085	-0.00201801444476837	-2.09439203140474	0.0385818978467815	0.100188926199429	-3.99338890345139
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0538134617793747	0.0187600914586513	2.08989729173986	0.0389924469532912	0.100188926199429	-4.00198164604058
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.102610741042196	-0.00876565159733567	-2.05931033498686	0.0418874215849749	0.106153054701649	-4.06000556535211
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.0934991059345775	0.00103965378904389	2.04461918239772	0.0433422654121422	0.108355663530356	-4.0875952702801
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.0949732910547042	0.00785882044605457	-2.03337327730306	0.0444849885617011	0.109729638452196	-4.10859196673305
KEGG_BASE_EXCISION_REPAIR	-0.143922772114825	-0.0176219457536914	-1.99576708070839	0.048495264782136	0.116844318859689	-4.17802868804233
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.0806897505278389	0.00775185652034962	-1.99452778660623	0.048632500282141	0.116844318859689	-4.18029656625699
KEGG_DNA_REPLICATION	-0.167901646262798	-0.00384153740775515	-1.98216562041276	0.0500196397055686	0.118636324942695	-4.20284772204008
KEGG_RETINOL_METABOLISM	0.100341946224384	0.0413989646600988	1.97653090590979	0.0506629777875114	0.118641150515058	-4.21308357150628
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.092526988516998	0.00943951008542521	1.96002014486303	0.0525886874638093	0.121611339760059	-4.24292112316943
KEGG_COLORECTAL_CANCER	-0.101365663998355	-0.00369371749164048	-1.93975173009812	0.0550371658161107	0.125702168839265	-4.27923202451017
KEGG_TIGHT_JUNCTION	0.0579370513596767	0.00104252636137429	1.92225193339808	0.0572280606610879	0.129112088076845	-4.31030101184786
KEGG_PRION_DISEASES	0.0747960559288088	0.00744530126714493	1.88335186476586	0.0623626292203621	0.139001041033337	-4.37842528513196
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.101777780983649	-0.00984399127597507	-1.86615650426862	0.0647525433920467	0.142609768184865	-4.40812511346185
KEGG_MELANOMA	0.0743016631827532	0.0105053013853903	1.85896087582693	0.0657751376950041	0.143157652630303	-4.42047793903224
KEGG_BUTANOATE_METABOLISM	-0.0982457391903153	0.00550206627630251	-1.83759715469446	0.0688910214117175	0.148195801874043	-4.45689052512213
KEGG_HUNTINGTONS_DISEASE	-0.0963298600350071	-0.0160452480612658	-1.76010514896411	0.0812419729560116	0.172755919504163	-4.58565689789919
KEGG_P53_SIGNALING_PATHWAY	0.0717138238570991	-0.0055076713021308	1.74071798183249	0.084601979934924	0.177534191927609	-4.61705661104164
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.0908821974128139	-0.0122242905168905	1.7361595623132	0.0854083409813903	0.177534191927609	-4.62439193207565
KEGG_NITROGEN_METABOLISM	0.0837769924729674	0.00469657691576688	1.69771413883828	0.0924626288195874	0.190062070351374	-4.68553573607725
KEGG_FATTY_ACID_METABOLISM	-0.0706454074925899	-0.00172191577318485	-1.69047881373721	0.0938418745020248	0.190777437174446	-4.69689828790863
KEGG_BETA_ALANINE_METABOLISM	-0.0787232607211453	-0.00426993317396787	-1.65657983874796	0.100528309946494	0.202149318914145	-4.74952271585033
KEGG_PROTEASOME	-0.127690716271687	-0.0169722457596547	-1.65059719411499	0.101747413684388	0.202400769157116	-4.75870532660855
KEGG_PYRUVATE_METABOLISM	-0.0985965204313165	-0.000799986825287443	-1.63799714672574	0.104354005923607	0.205377564849652	-4.77794181646325
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	-0.0796863348864946	-0.0262982293835094	-1.62671367304193	0.106733634841806	0.207849709955095	-4.79504962356055
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0834808322413598	0.00325678055247166	1.56243488609338	0.121132627638152	0.233432667844356	-4.89036319348533
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.084109536298356	-0.00318721041302093	-1.54941828044205	0.124228155160853	0.236929986646987	-4.90921889153023
KEGG_PATHWAYS_IN_CANCER	0.0507394765140231	0.00414309973606939	1.53948565827902	0.126632104063226	0.239050400527519	-4.92350595948017
KEGG_LONG_TERM_DEPRESSION	0.0623662631825537	0.00915178774918778	1.49293105247678	0.138392272596905	0.258611822529569	-4.9892999672221
KEGG_TYROSINE_METABOLISM	0.0686845372009698	0.0102634996414142	1.46915718242848	0.144718401297921	0.267729042401154	-5.02215305482755
KEGG_PARKINSONS_DISEASE	-0.0984143371185996	-0.0207717384846518	-1.45944656048805	0.147366098923296	0.269928002978315	-5.03542679575462
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0622501710223149	-0.00899124623861	1.41720320371248	0.159323038638391	0.288968256353944	-5.09218725063336
KEGG_PEROXISOME	-0.0557476664496695	-0.00932736357543704	-1.39364283109935	0.166307712624565	0.296169724365289	-5.123148178347
KEGG_HOMOLOGOUS_RECOMBINATION	-0.0947674285686423	-0.0104574139868103	-1.39302020668073	0.166495412616162	0.296169724365289	-5.12395960293634
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.0725822666925011	-0.0127289302549024	1.38096415970839	0.170161814722042	0.299808911653122	-5.13960261740193
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.0624605818030817	-0.00132014296784801	1.35928434511963	0.17690882420572	0.308755966774133	-5.1674030948767
KEGG_DILATED_CARDIOMYOPATHY	0.0423977211007102	0.020003415834433	1.29205698682015	0.199115559699635	0.342474378247394	-5.25090926411295
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.0593177932824786	-0.006254191338525	-1.28952160902866	0.199991767094644	0.342474378247394	-5.25397845552149
KEGG_GNRH_SIGNALING_PATHWAY	0.0530349749215402	0.007667241754359	1.28436630212288	0.201782201237654	0.342474378247394	-5.26020119822532
KEGG_LINOLEIC_ACID_METABOLISM	0.0606782514037035	0.0290748399288445	1.25439327960423	0.212426996932468	0.3547526685178	-5.29590201517586
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.0643518370322254	0.0291420659776344	1.25322080966664	0.21285160111068	0.3547526685178	-5.29728193883787
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.0637569653203994	-0.0237565898574138	1.22558874039265	0.223038949965124	0.36592799157708	-5.32944074225107
KEGG_TYPE_I_DIABETES_MELLITUS	-0.0689450764732047	-0.00330516659421601	-1.22432609353366	0.223512773233568	0.36592799157708	-5.33089361376276
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.0777238880203192	-0.000631098580015735	1.20917889840153	0.229253930768067	0.372034887649933	-5.34820943493195
KEGG_ASTHMA	-0.086217849319948	0.00976623170417137	-1.19058819577656	0.236444753997141	0.380367647734531	-5.36917543078738
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.057569079024845	-0.00906818723514863	1.17153992546256	0.243978844018645	0.389104190891805	-5.39032973750046
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.0388528634261099	-0.00366155459663753	1.1525250751767	0.25166869353999	0.397937677819642	-5.41111566312359
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.061628732281811	0.00111347614075231	1.11524848935148	0.267237571600381	0.415934162210765	-5.45090219272013
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.0344207470124254	0.0164746688653626	1.11452361027667	0.267546839476114	0.415934162210765	-5.45166323433943
KEGG_BASAL_CELL_CARCINOMA	-0.0405198928637665	0.00528008500044808	-1.10253746569531	0.272696886867438	0.420407700587301	-5.46417732096033
KEGG_WNT_SIGNALING_PATHWAY	-0.0335327866061776	-0.00172481871760504	-0.992913837082217	0.322987630837363	0.493824063676961	-5.57248674284451
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.047758893496883	-0.00751762089353371	0.98691558994497	0.325906087303132	0.494201853697372	-5.57809268018009
KEGG_ACUTE_MYELOID_LEUKEMIA	0.0506322189090567	-0.0123977518540409	0.972654568262316	0.332914396002468	0.500724904556557	-5.59128715104495
KEGG_ENDOCYTOSIS	0.0399548642165615	-0.0106671780073117	0.962464295120597	0.33798220954226	0.504247651333211	-5.60059983894992
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0339654112466959	-0.00468271145601436	0.944582290378201	0.346996055706541	0.513554162445681	-5.61670901111005
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.0461684464677727	0.000723520437886592	0.907599692362491	0.366125278381293	0.537564892861422	-5.64908286866765
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.0387769303778669	-0.00871808699609402	0.898889234269246	0.370726073928586	0.540034044699122	-5.65652279145383
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.0305280632867842	-0.00553422643799641	0.886590115725425	0.377284049285098	0.545293352482368	-5.66690765915775
KEGG_LEISHMANIA_INFECTION	0.0460004567008152	-0.00132490024407468	0.870912108132753	0.385748095096052	0.55320463250209	-5.67994124847243
KEGG_ADHERENS_JUNCTION	0.0460151965665869	0.00631075388391144	0.863058391275186	0.390031933873104	0.555045444357879	-5.68638415240925
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.0372742514842391	-0.000260161578609813	0.845630483263714	0.399642262680641	0.559665047229704	-5.7004759092676
KEGG_ALZHEIMERS_DISEASE	-0.0383689873831366	-0.018502174374427	-0.843549851893454	0.400799166697032	0.559665047229704	-5.70213931722572
KEGG_ERBB_SIGNALING_PATHWAY	-0.0427411382476246	0.00694332898441709	-0.840759693876838	0.402353790711085	0.559665047229704	-5.70436362959501
KEGG_SULFUR_METABOLISM	0.0448433306491521	-0.00523328529083284	0.812944847659599	0.418051293782958	0.577160368282442	-5.72614009454027
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.033140476058369	-0.00722170767523119	0.795154723530092	0.428280352087774	0.586902704712875	-5.73968897088176
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.0249110283160747	0.0193027630123088	0.780545014066627	0.436790120596127	0.594163031693261	-5.75059423454922
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.0442649422756813	0.0137041486022542	-0.76585927154783	0.44544289184063	0.601510474383333	-5.76135485537178
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.0318349541540547	-0.00290595418592211	0.759819901254811	0.449029812556875	0.601960255963927	-5.76572143261362
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.0300200771127266	-0.0162846624266729	-0.730298627188581	0.466800485102242	0.621281221179243	-5.78657379998733
KEGG_ENDOMETRIAL_CANCER	-0.0374401765529028	-0.000923729285120729	-0.71755388724817	0.474592955526192	0.621444517713635	-5.79532338829961
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	-0.0352981713742254	-0.000397921150085078	-0.716765149977795	0.475077579464919	0.621444517713635	-5.79585986654895
KEGG_ETHER_LIPID_METABOLISM	0.0230453481738931	0.00495540226969907	0.711494497356857	0.478323086482188	0.621444517713635	-5.79942983174778
KEGG_SPHINGOLIPID_METABOLISM	0.0267913343356698	-0.00500585003771192	0.708197000542428	0.480359816394864	0.621444517713635	-5.8016500556565
KEGG_INSULIN_SIGNALING_PATHWAY	0.0286708873387888	-0.00225937664209883	0.662068152702296	0.509348156393626	0.647761746298974	-5.83163754914917
KEGG_MTOR_SIGNALING_PATHWAY	-0.0315819458363175	-0.00848412851735319	-0.660830645424447	0.51013843251613	0.647761746298974	-5.83241446753614
KEGG_HISTIDINE_METABOLISM	-0.026716438298643	0.00331090964251801	-0.659159649027266	0.511206567349461	0.647761746298974	-5.83346124762169
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.045559118614659	-0.0255230336051371	-0.648258527902574	0.51820375015024	0.652161182161866	-5.84022565785108
KEGG_MELANOGENESIS	0.0181218963595263	0.00567031699320385	0.620007218237647	0.536568609186839	0.670710761483549	-5.85723548062518
KEGG_AXON_GUIDANCE	0.0186051203112014	0.00740231341495722	0.595067594845423	0.553052212790092	0.68572486167531	-5.87162627470693
KEGG_MAPK_SIGNALING_PATHWAY	0.0204578984945821	-0.000414049905899955	0.590657317487	0.555993131088089	0.68572486167531	-5.87411007926751
KEGG_OOCYTE_MEIOSIS	0.0271847898121435	0.00190382484557685	0.579716773333315	0.563321885376389	0.690162574798887	-5.88019240442206
KEGG_THYROID_CANCER	-0.0255082120885341	-0.00202917191836215	-0.550650593850513	0.583018798953144	0.706979463925765	-5.89580269224638
KEGG_LONG_TERM_POTENTIATION	0.0268813276728071	0.0094775225954671	0.548204561053776	0.584691124219686	0.706979463925765	-5.89707995971927
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.0301153148467134	-0.00500935702342745	-0.498109237545284	0.619427304340288	0.744117216252944	-5.92199466668121
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.0214657167095422	-0.00417977271082972	0.475305959981482	0.635535844702198	0.753661837695714	-5.93254949546123
KEGG_RENAL_CELL_CARCINOMA	0.0279490158588781	-0.00532016003708967	0.471774238366731	0.638046676752145	0.753661837695714	-5.93414017799079
KEGG_ONE_CARBON_POOL_BY_FOLATE	-0.0269705486000794	0.00827538658696131	-0.469600592942198	0.639594100098525	0.753661837695714	-5.93511331295938
KEGG_PANCREATIC_CANCER	0.0247213431111256	-0.000721692647724394	0.455738991517366	0.649499408339284	0.76048981356182	-5.9412138501599
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.0228388377302822	0.0378185238676109	-0.438964326396325	0.66157077503083	0.769752159627066	-5.94835298920116
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.0264818207130044	-0.0141714080399521	0.426525934345239	0.67057986742602	0.772160202630335	-5.95347445608273
KEGG_VEGF_SIGNALING_PATHWAY	0.0161290838211709	-0.00641403593219802	0.424587747455844	0.671988068235048	0.772160202630335	-5.95425928982195
KEGG_STEROID_BIOSYNTHESIS	0.0293138212064687	-0.00588976199821539	0.406667941046961	0.685062566455432	0.782324535767006	-5.96134686542298
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.0193554697462069	-0.0148678301867264	0.397162499692515	0.69203718872101	0.785440981063723	-5.96498278783416
KEGG_SMALL_CELL_LUNG_CANCER	-0.0154472924458553	-0.000371525382213472	-0.38592967676964	0.700313510232846	0.789083572313627	-5.96916893760633
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.0208463805352056	-0.00402111191639873	-0.378754096459053	0.705619490189327	0.789083572313627	-5.97178039151792
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.0147254718189365	-0.000712988868415051	0.375483793890659	0.708042556778714	0.789083572313627	-5.97295436078012
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.0131302884522807	0.00773521135479043	0.349096964722609	0.727701212976405	0.803580013176615	-5.98205518115098
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	-0.0167760997567517	-0.00795935739152643	-0.346377991745898	0.729737525479305	0.803580013176615	-5.98295537863645
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	-0.0140481865749357	-0.0153025515513141	-0.336115711018812	0.737440543199188	0.80489899666709	-5.98628974214831
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.0184201988757843	-0.00295019082467276	-0.333196186445805	0.739636915856245	0.80489899666709	-5.98722005756496
KEGG_PROSTATE_CANCER	0.0150955885614939	0.00148097875542698	0.323295832710215	0.74710094796771	0.808267107450446	-5.99031453811201
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.0143265854180376	0.00595426642590643	-0.278205324902992	0.781390580977197	0.840381837055391	-6.00322973433306
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.0145765585294608	-0.00370349133372777	0.272358037695913	0.785870582759906	0.840381837055391	-6.00476295959899
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.0119644929504455	-0.0333664569474868	-0.254435197482585	0.799646736074444	0.849845005474161	-6.0092599121732
